Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
19288043,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""0307588378""","=""9780307588371""",0,4.14,Ballantine Books,Paperback,415,2014,2012,,2024/07/07,"to-read, csi","to-read (#2), csi (#4)",to-read,,,,0,0
5886881,Dark Places,Gillian Flynn,"Flynn, Gillian",,"=""0307341569""","=""9780307341563""",0,3.95,Shaye Areheart Books,Hardcover,424,2009,2009,,2024/07/07,"to-read, csi","to-read (#7), csi (#3)",to-read,,,,0,0
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",0,4.28,St. Martin's Griffin,Paperback,264,2004,1939,,2024/07/07,"to-read, csi","to-read (#1), csi (#2)",to-read,,,,0,0
61846256,Scavenger Hunt,Chad Boudreaux,"Boudreaux, Chad",,"=""1631959433""","=""9781631959431""",0,4.29,Morgan James Publishing,Paperback,296,2023,,,2024/07/12,"to-read, csi","to-read (#33), csi (#1)",to-read,,,,0,0
34020950,"Whisper (Whisper, #1)",Lynette Noni,"Noni, Lynette",,"=""1525300415""","=""9781525300417""",4,4.16,KCP Loft,Paperback,320,2018,2018,2024/07/19,2024/07/19,dystopian-fantasy,dystopian-fantasy (#1),read,,,,1,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""9798804636129""",0,3.87,Harper,Paperback,212,2016,2016,,2024/07/07,"to-read, life","to-read (#19), life (#9)",to-read,,,,0,0
60139504,How to Keep House While Drowning,K.C.  Davis,"Davis, K.C.",,"=""166800285X""","=""9781668002858""",0,4.22,S&S/Simon Element,Kindle Edition,151,2022,2022,,2024/07/07,"to-read, life","to-read (#20), life (#8)",to-read,,,,0,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",0,4.17,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2024/07/07,"to-read, life","to-read (#21), life (#7)",to-read,,,,0,0
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",Abraham   Verghese,"=""0812988418""","=""9780812988413""",0,4.41,Random House,Kindle Edition,208,2016,2016,,2024/07/07,"to-read, life","to-read (#22), life (#6)",to-read,,,,0,0
21413662,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,"=""0544272994""","=""9780544272996""",0,4.14,Dey Street Books,Hardcover,303,2014,2014,,2024/07/07,"to-read, life","to-read (#26), life (#5)",to-read,,,,0,0
55539565,Think Again: The Power of Knowing What You Don't Know,Adam M. Grant,"Grant, Adam M.",,"=""1984878107""","=""9781984878106""",0,4.13,Viking Books,Hardcover,307,2021,2021,,2024/07/07,"to-read, life","to-read (#27), life (#4)",to-read,,,,0,0
35721089,Beautiful Boy: A Father's Journey Through His Son's Addiction,David Sheff,"Sheff, David",,"=""1328974715""","=""9781328974716""",0,4.17,Mariner Books,Paperback,352,2018,2007,,2024/07/12,"to-read, life","to-read (#37), life (#3)",to-read,,,,0,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",0,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,,2024/07/07,"to-read, life","to-read (#17), life (#2)",to-read,,,,0,0
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352145""","=""9780307352149""",0,4.08,"Crown Publishing Group/Random House, Inc.",Hardcover,333,2012,2012,,2024/07/07,"to-read, life","to-read (#16), life (#1)",to-read,,,,0,0
22822858,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385539258""","=""9780385539258""",0,4.30,Doubleday,Hardcover,720,2015,2015,,2024/07/12,to-read,to-read (#45),to-read,,,,0,0
41057294,Normal People,Sally Rooney,"Rooney, Sally",,"=""1984822179""","=""9781984822178""",0,3.81,Crown,Hardcover,273,2019,2018,,2024/07/07,to-read,to-read (#28),to-read,,,,0,0
199372731,Eruption,Michael Crichton,"Crichton, Michael",James  Patterson,"=""0316565083""","=""9780316565080""",0,3.78,"Little, Brown and Company",Kindle Edition,423,2024,2024,,2024/07/07,to-read,to-read (#25),to-read,,,,0,0
59586261,Family of Liars,E. Lockhart,"Lockhart, E.",,"=""059356880X""","=""9780593568804""",0,3.77,Delacorte Press,Hardcover,299,2022,2022,,2024/07/07,to-read,to-read (#24),to-read,,,,0,0
61714633,"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,"Grann, David",,"=""0385534264""","=""9780385534260""",0,4.18,Doubleday,Hardcover,331,2023,2023,,2024/07/07,to-read,to-read (#18),to-read,,,,0,0
58446227,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0593321448""","=""9780593321447""",0,4.06,Knopf,Hardcover,259,2022,2022,,2024/07/07,to-read,to-read (#12),to-read,,,,0,0
18045891,Sharp Objects,Gillian Flynn,"Flynn, Gillian",,"=""0297851535""","=""9780297851530""",0,4.01,Broadway Paperbacks,Paperback,254,2007,2006,,2024/07/07,to-read,to-read (#5),to-read,,,,0,0
58724923,Hidden Pictures,Jason Rekulak,"Rekulak, Jason",,"=""1250819342""","=""9781250819345""",0,4.16,Flatiron Books,Hardcover,372,2022,2022,,2024/07/07,to-read,to-read (#3),to-read,,,,0,0
